file_name,main_class,resolution,class_label,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
DSC05966.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,219.73,99.155,54.95,0.491,-0.651,5.088,0.072
DSC05966_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.34,9.773,48.955,4.81,21.132,0.163,0.004
DSC06005.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,267.14,76.063,55.738,1.246,0.536,5.027,0.071
DSC06005_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.34,4.893,34.984,7.009,47.131,0.095,0.002
DSC06028.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,241.83,117.801,38.774,-0.812,-0.339,4.672,0.051
DSC06028_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.75,29.057,81.027,2.43,3.904,0.355,0.008
DSC06060.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,211.66,103.418,26.954,0.539,0.814,4.619,0.04
DSC06060_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.19,4.527,33.675,7.304,51.341,0.089,0.001
DSC06079.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,193.7,100.33,39.689,0.467,-1.075,4.853,0.02
DSC06079_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.8,41.674,94.287,1.821,1.314,0.445,0.005
DSC06083.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,172.54,97.281,46.223,0.406,-1.241,4.949,0.013
DSC06083_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.86,20.005,68.564,3.136,7.832,0.275,0.008
DSC06155.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,246.49,119.827,60.202,0.322,-1.433,5.014,0.083
DSC06155_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.37,4.134,32.203,7.662,56.701,0.083,0.003
DSC06160.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,159.87,170.246,55.664,-0.837,-0.53,4.974,0.015
DSC06160_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.39,13.037,56.165,4.076,14.613,0.202,0.004
DSC06205.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,259.85,55.235,38.705,0.983,0.658,4.822,0.082
DSC06205_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.43,12.911,55.908,4.099,14.803,0.2,0.003
DSC06212.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,280.65,75.069,43.587,0.466,-0.715,5.02,0.088
DSC06212_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.22,3.119,28.027,8.876,76.779,0.066,0.001
DSC06227.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,240.68,79.524,41.961,0.442,-0.345,5.035,0.059
DSC06227_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.17,4.213,32.503,7.586,55.549,0.084,0.001
DSC06229.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,247.41,80.451,52.181,1.267,0.747,4.994,0.087
DSC06229_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.33,8.583,45.988,5.172,24.746,0.147,0.003
DSC06240.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,283.32,116.891,49.699,1.166,0.406,5.01,0.04
DSC06240_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.36,4.771,34.553,7.104,48.462,0.093,0.002
DSC06266.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,182.68,185.043,29.58,-0.74,1.516,4.51,0.022
DSC06266_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.42,13.38,56.858,4.014,14.114,0.206,0.003
DSC06273.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,247.39,136.649,14.49,0.826,1.076,3.983,0.024
DSC06273_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.27,3.738,30.648,8.076,63.225,0.076,0.002
DSC06296.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,181.29,102.285,37.847,0.848,0.6,4.798,0.024
DSC06296_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.42,6.552,40.347,5.995,33.945,0.119,0.004
DSC06317.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,143.58,168.72,36.075,0.05,-1.39,4.467,0.006
DSC06317_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.84,33.451,86.087,2.185,2.774,0.389,0.009
DSC06322.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,149.16,152.826,19.067,-1.205,5.08,4.12,0.011
DSC06322_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.29,2.216,23.665,10.588,110.106,0.05,0.002
DSC06337.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,287.01,60.73,33.622,1.402,2.577,4.715,0.114
DSC06337_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.36,10.863,51.498,4.53,18.519,0.176,0.003
DSC06343.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,294.22,91.47,39.662,1.105,2.127,4.985,0.131
DSC06343_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.48,11.066,51.955,4.482,18.089,0.179,0.003
DSC06349.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,222.72,72.395,28.186,0.24,0.456,4.657,0.05
DSC06349_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.25,1.909,21.978,11.429,128.616,0.044,0.001
DSC06389.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,267.08,108.114,55.209,0.461,-0.434,5.279,0.104
DSC06389_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.42,12.028,54.06,4.272,16.25,0.19,0.003
DSC06390.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,255.48,117.607,45.647,0.699,-0.28,5.121,0.101
DSC06390_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.81,16.195,62.189,3.58,10.813,0.237,0.009
DSC06771.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,264.4,72.396,44.022,1.103,1.36,4.896,0.045
DSC06771_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.96,32.408,84.934,2.239,3.014,0.381,0.009
DSC07003.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,298.42,96.994,44.963,0.867,0.111,5.007,0.126
DSC07003_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.24,2.198,23.571,10.632,111.034,0.05,0.001
DSC07004.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,294.3,96.283,42.869,0.429,-0.376,5.084,0.119
DSC07004_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.43,8.449,45.641,5.217,25.216,0.145,0.003
DSC07014.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,232.96,34.605,26.609,1.909,2.938,3.379,0.066
DSC07014_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.58,17.761,64.913,3.381,9.432,0.253,0.005
DSC07125.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,231.57,97.863,40.237,0.455,-0.274,4.879,0.02
DSC07125_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.29,3.76,30.736,8.052,62.833,0.077,0.002
DSC07140.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,262.75,130.389,40.411,0.237,-1.03,4.951,0.083
DSC07140_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.36,8.799,46.544,5.101,24.016,0.15,0.003
DSC07193.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,178.95,121.902,34.538,0.441,-0.983,4.739,0.0
DSC07193_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.73,12.25,54.532,4.227,15.866,0.193,0.008
DSC07222.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,311.5,140.667,20.695,-0.577,1.096,4.416,0.098
DSC07222_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.39,11.591,53.117,4.364,17.047,0.185,0.003
DSC07311.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,168.89,138.181,67.263,-0.197,-1.452,5.306,0.017
DSC07311_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,1.9,50.142,101.351,1.527,0.33,0.496,0.023
DSC07341.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,202.5,116.709,58.514,0.545,-1.314,4.928,0.022
DSC07341_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.93,24.949,75.76,2.707,5.329,0.32,0.01
DSC07400.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,214.12,50.265,23.216,0.566,-0.345,4.47,0.033
DSC07400_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.49,46.378,98.364,1.649,0.721,0.474,0.004
DSC07411.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,285.43,106.516,43.369,0.735,0.025,4.916,0.085
DSC07411_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.8,46.425,98.403,1.648,0.715,0.475,0.01
DSC07443.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,289.45,78.789,55.772,0.584,-0.814,5.151,0.128
DSC07443_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.32,16.17,62.143,3.583,10.838,0.236,0.003
DSC07462.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,278.26,145.261,43.531,0.319,-1.149,4.933,0.083
DSC07462_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.58,12.179,54.382,4.241,15.987,0.192,0.004
DSC07463.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,310.42,129.133,35.044,1.306,1.869,4.79,0.151
DSC07463_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.56,26.464,77.769,2.598,4.751,0.333,0.004
DSC07469.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,148.21,123.226,57.314,0.271,-1.645,4.78,0.005
DSC07469_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,1.82,50.337,101.499,1.52,0.312,0.497,0.02
